"id","age","job","civil","edu","credit","hloan","ploan","ctype","month","day","ccontact","lcdays","pcontact","presult","employment","cprice","cconf","euri3","employees","outcome"
136208,36,"services","single","12K","unknown","no","yes","cellular","apr","mon",5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
136048,37,"technician","married","university","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
126534,34,"technician","married","university","no","unknown","unknown","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
123701,22,"student","single","12K","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
127804,36,"artisan","married","6K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
138940,31,"services","married","12K","no","yes","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
120738,30,"services","single","12K","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,1
115292,40,"admin.","divorced","university","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
130727,33,"services","married","12K","no","yes","yes","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
116423,29,"admin.","married","university","no","no","no","telephone","jul","mon",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.889,4991.6,0
111797,47,"artisan","divorced","9K","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
128673,37,"artisan","divorced","9K","unknown","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,0
130982,46,"unemployed","divorced","9K","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
104521,26,"artisan","single","4K","no","no","no","cellular","jul","wed",17,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
129199,31,"artisan","married","apprenticeship","unknown","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
109025,36,"admin.","married","university","no","unknown","unknown","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
122939,38,"management","married","university","no","no","no","cellular","jul","tue",5,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,1
100193,46,"selfemployed","divorced","university","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
111473,42,"artisan","divorced","9K","no","no","yes","cellular","may","wed",5,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
140838,36,"artisan","married","9K","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
116536,45,"services","married","9K","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
120990,41,"artisan","married","9K","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
104395,50,"selfemployed","married","9K","no","yes","yes","cellular","may","mon",6,3,1,"success",-1.8,92.893,-46.2,1.354,5099.1,1
114030,49,"artisan","married","4K","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
102704,35,"services","single","12K","no","yes","yes","telephone","may","thu",7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
140329,38,"artisan","married","6K","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
118020,36,"management","married","university","no","no","yes","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
133947,46,"services","married","12K","no","yes","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
105703,56,"management","married","6K","unknown","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
110945,33,"artisan","single","9K","no","no","no","telephone","may","tue",10,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
130986,51,"services","married","12K","no","yes","no","cellular","nov","mon",1,999,1,"failure",-1.1,94.767,-50.8,1.05,4963.6,0
132335,53,"management","married","university","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
109073,26,"technician","married","apprenticeship","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
114084,53,"services","divorced","9K","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
117052,34,"artisan","married","9K","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
135862,58,"retired","married","12K","no","no","no","cellular","aug","tue",5,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,0
113174,37,"technician","married","apprenticeship","no","no","no","cellular","jul","thu",8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
139349,28,"services","single","unknown","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
119700,58,"retired","married","9K","no","no","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
131189,52,"technician","married","apprenticeship","unknown","no","no","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,0
129095,34,"artisan","single","9K","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
117119,30,"technician","married","apprenticeship","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
115612,37,"artisan","single","6K","unknown","no","no","telephone","jun","thu",8,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
133786,40,"management","married","university","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
117752,51,"services","married","12K","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
106278,33,"services","married","9K","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
132420,49,"management","married","apprenticeship","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
115473,28,"admin.","single","university","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,0
116740,39,"housemaid","married","4K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
104622,29,"admin.","single","9K","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
124139,40,"technician","married","apprenticeship","unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
131540,49,"technician","married","apprenticeship","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
124908,40,"services","married","12K","no","no","no","cellular","may","tue",8,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
136383,24,"artisan","married","9K","no","yes","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,0
119084,25,"technician","single","12K","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
127432,43,"technician","divorced","9K","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
133865,26,"artisan","single","12K","no","no","no","telephone","nov","fri",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,0
115955,30,"technician","single","university","unknown","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
115785,32,"admin.","single","12K","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
131840,83,"retired","divorced","4K","no","no","no","cellular","nov","tue",1,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,1
111463,35,"housemaid","married","12K","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
119480,47,"admin.","married","university","no","yes","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
105128,26,"admin.","married","12K","unknown","no","no","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
123735,36,"technician","married","university","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
114129,55,"retired","married","4K","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
121941,30,"entrepreneur","married","12K","no","unknown","unknown","telephone","jun","wed",8,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
119410,45,"admin.","married","9K","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,1
126648,38,"technician","single","apprenticeship","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
137753,39,"admin.","married","12K","unknown","yes","no","telephone","jun","mon",5,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
127505,41,"technician","divorced","apprenticeship","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
114975,36,"technician","single","apprenticeship","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
127487,34,"admin.","single","university","no","no","no","telephone","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
135594,24,"unknown","single","university","no","yes","no","cellular","jun","tue",1,3,2,"success",-2.9,92.963,-40.8,1.262,5076.2,0
136061,30,"technician","married","apprenticeship","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
126460,28,"admin.","single","university","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
114531,39,"housemaid","married","university","no","yes","no","telephone","may","wed",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
112516,35,"housemaid","married","4K","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
103914,57,"retired","divorced","9K","no","yes","no","telephone","may","tue",5,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
126903,58,"retired","married","university","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,0
123025,46,"admin.","divorced","university","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
104047,25,"student","single","12K","no","no","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,0
130910,36,"services","single","12K","no","no","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
132262,32,"admin.","single","9K","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
132367,47,"services","divorced","12K","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
108167,39,"artisan","married","12K","no","yes","yes","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
123661,48,"artisan","married","6K","unknown","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
104038,51,"admin.","divorced","12K","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
122337,37,"selfemployed","single","university","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
128282,26,"services","single","12K","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,1
121884,40,"technician","single","university","no","no","no","cellular","nov","fri",4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
106595,46,"artisan","single","9K","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
106429,55,"retired","single","12K","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
109814,29,"admin.","married","university","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
134271,50,"housemaid","divorced","4K","no","no","no","telephone","sep","tue",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.877,4963.6,0
113532,28,"unemployed","single","university","no","unknown","unknown","telephone","jul","wed",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,0
127558,30,"admin.","single","12K","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
102974,57,"artisan","married","9K","no","no","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
132855,42,"artisan","married","9K","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
108094,24,"selfemployed","single","university","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
102091,42,"technician","divorced","12K","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
125250,53,"management","married","12K","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
129999,49,"unknown","married","unknown","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
125224,38,"management","married","university","no","yes","no","telephone","may","mon",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
109847,33,"services","divorced","university","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,0
120047,29,"admin.","single","university","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
118644,52,"artisan","divorced","12K","no","no","no","telephone","jun","wed",5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
138240,37,"technician","married","university","no","yes","no","cellular","aug","mon",1,4,1,"success",-2.9,92.201,-31.4,0.884,5076.2,1
125127,43,"artisan","married","6K","unknown","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
115783,32,"admin.","married","university","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
118676,36,"artisan","married","4K","unknown","yes","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
128899,46,"services","married","12K","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
136435,50,"admin.","married","9K","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
130063,35,"services","single","university","no","unknown","unknown","cellular","jun","tue",2,999,1,"failure",-2.9,92.963,-40.8,1.286,5076.2,0
116070,33,"technician","divorced","apprenticeship","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
105046,47,"services","married","6K","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
117673,39,"admin.","married","university","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
133673,28,"admin.","married","12K","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
102466,25,"admin.","single","9K","no","no","no","cellular","jul","thu",29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
112167,59,"retired","married","12K","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
114157,31,"admin.","single","university","no","yes","yes","telephone","aug","tue",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,0
103534,50,"unknown","married","4K","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
125940,50,"artisan","married","4K","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
103094,35,"admin.","married","12K","no","no","yes","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
110957,36,"artisan","married","12K","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
121268,33,"admin.","married","university","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
122218,38,"artisan","married","4K","no","yes","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
105375,42,"management","divorced","12K","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
122525,39,"artisan","married","6K","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
136289,46,"admin.","married","university","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
123763,57,"admin.","married","university","no","no","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
103518,35,"management","single","12K","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
131372,41,"entrepreneur","divorced","12K","unknown","yes","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
116655,42,"artisan","single","4K","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
112294,35,"admin.","married","12K","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
100951,32,"admin.","single","university","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
118335,34,"artisan","married","12K","no","yes","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,1
103087,47,"artisan","divorced","9K","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
137419,23,"services","single","12K","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
132170,23,"student","single","university","no","unknown","unknown","cellular","apr","mon",6,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
112599,33,"services","single","12K","no","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
136001,33,"artisan","married","9K","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
122331,39,"admin.","married","university","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
101793,49,"management","divorced","university","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
110824,28,"artisan","single","9K","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
100060,49,"artisan","single","4K","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
140373,30,"entrepreneur","married","12K","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,1
128738,36,"selfemployed","married","university","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,0
127857,39,"admin.","married","12K","no","yes","no","cellular","may","tue",1,3,2,"success",-1.8,93.876,-40,0.668,5008.7,1
127470,38,"entrepreneur","married","9K","no","yes","no","telephone","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
131461,50,"management","married","university","no","yes","no","cellular","mar","thu",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.643,5008.7,0
135905,57,"retired","unknown","4K","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
128093,39,"selfemployed","married","4K","unknown","no","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
103194,33,"admin.","married","12K","no","yes","yes","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
120325,34,"technician","married","university","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
115593,29,"admin.","single","12K","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
125588,55,"admin.","divorced","university","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,1
101191,49,"unemployed","married","12K","no","no","no","cellular","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.768,5017.5,1
112247,40,"admin.","married","university","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
108349,35,"artisan","married","4K","unknown","no","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
119222,24,"services","single","12K","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
118179,49,"artisan","married","4K","no","no","no","telephone","may","wed",8,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
111754,47,"unknown","married","unknown","unknown","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
135427,35,"technician","single","apprenticeship","no","no","yes","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
114631,46,"management","married","12K","no","no","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
119188,33,"artisan","single","9K","unknown","no","yes","telephone","may","mon",11,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
132550,44,"admin.","single","university","unknown","yes","no","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
137744,46,"management","married","12K","unknown","yes","no","cellular","apr","fri",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,0
129680,50,"services","married","9K","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
139715,25,"services","single","12K","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
130906,38,"artisan","married","9K","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
108744,51,"artisan","married","9K","unknown","no","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
128309,41,"admin.","single","12K","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
101438,44,"technician","divorced","apprenticeship","no","yes","yes","telephone","jul","mon",11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
118139,33,"admin.","single","university","no","no","no","cellular","aug","fri",14,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
135324,30,"admin.","married","university","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
136447,43,"management","married","university","no","unknown","unknown","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
137322,45,"artisan","divorced","9K","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
130378,33,"admin.","single","university","no","unknown","unknown","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
109243,30,"technician","single","apprenticeship","no","no","no","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,1
107312,32,"admin.","single","university","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
136052,45,"admin.","married","12K","no","yes","yes","cellular","apr","fri",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
123152,45,"technician","married","university","no","no","no","telephone","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
105411,42,"artisan","married","9K","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
133332,51,"management","married","university","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
127231,30,"admin.","single","university","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
138851,28,"student","single","university","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
130212,33,"admin.","single","university","no","yes","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
104506,25,"student","single","university","no","no","yes","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,1
107647,38,"admin.","married","university","no","no","no","telephone","nov","thu",4,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,1
127732,45,"admin.","divorced","university","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
116858,46,"artisan","married","9K","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,1
111075,48,"artisan","married","9K","unknown","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
117848,36,"technician","married","9K","no","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
123295,33,"technician","married","university","no","yes","no","cellular","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
112594,56,"admin.","married","12K","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
125754,30,"admin.","single","university","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
111254,37,"admin.","married","university","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-1.1,94.767,-50.8,1.04,4963.6,1
116210,37,"management","married","university","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
119963,36,"technician","married","12K","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
102235,42,"artisan","married","9K","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
117886,25,"artisan","married","9K","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
140847,56,"services","divorced","12K","unknown","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
126687,44,"technician","single","apprenticeship","no","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,0
114413,48,"artisan","married","6K","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
